distancia_km,tipo_envio,ventana_horas,volumen,fragil,frio,saturacion,prioridad
3110,normal,72,15,0,0,media,media
582,normal,8,44,1,0,baja,baja
439,normal,8,20,0,0,media,baja
741,normal,24,24,0,0,baja,baja
342,normal,8,7,0,0,media,baja
653,normal,8,9,0,0,media,baja
258,normal,4,22,0,0,alta,media
461,express,4,5,0,0,media,media
338,express,4,42,1,0,media,alta
123,express,4,36,1,0,media,alta
126,normal,4,18,0,1,alta,media
519,express,8,21,0,0,alta,alta
1265,normal,24,3,1,0,media,baja
1085,normal,24,17,0,0,baja,baja
371,normal,8,8,0,0,baja,baja
182,normal,4,11,1,1,media,media
233,normal,4,10,0,0,media,baja
102,normal,4,24,0,0,baja,baja
1578,normal,48,20,1,0,baja,baja
3777,normal,72,13,0,0,baja,baja
2832,express,48,10,0,0,baja,media
143,express,4,25,0,0,alta,alta
1718,normal,48,5,0,0,media,baja
186,normal,4,28,0,0,baja,baja
2150,normal,48,30,1,0,baja,media
182,normal,4,22,0,0,media,media
442,normal,8,8,0,0,media,baja
87,normal,4,17,1,1,baja,media
1108,express,24,5,1,0,media,media
218,normal,4,4,1,0,baja,baja
95,express,4,16,0,1,baja,media
302,normal,4,9,0,0,baja,baja
177,express,4,29,0,0,baja,media
318,normal,4,25,0,0,baja,baja
156,normal,4,25,1,0,baja,media
326,normal,8,16,1,0,media,baja
1605,express,48,24,1,0,alta,alta
402,express,4,27,1,0,baja,alta
1430,normal,48,48,0,0,media,baja
465,normal,8,12,1,0,baja,baja
3301,normal,72,7,0,1,baja,media
321,express,4,8,0,0,baja,media
462,express,8,24,0,0,media,media
2501,normal,72,23,0,0,media,media
105,normal,4,17,1,0,media,media
105,express,4,23,1,0,media,alta
1113,normal,24,24,0,0,baja,baja
1283,normal,24,47,0,0,media,baja
282,normal,4,14,0,0,media,baja
239,express,4,18,1,0,baja,media
238,normal,4,30,1,0,baja,media
1137,normal,24,19,0,1,media,baja
305,normal,8,36,0,0,baja,baja
62,normal,4,20,0,1,baja,baja
113,normal,4,16,0,0,media,baja
427,normal,8,33,0,1,media,baja
1428,normal,48,15,1,0,baja,baja
694,express,8,19,0,1,alta,alta
3377,express,72,13,0,0,alta,alta
126,normal,4,9,0,0,alta,media
69,express,4,9,1,0,media,alta
488,express,8,27,0,0,media,media
2927,normal,72,35,1,1,baja,media
218,normal,4,39,0,0,baja,baja
123,normal,4,7,0,1,baja,baja
100,express,4,28,0,1,baja,alta
197,normal,4,23,0,0,baja,baja
1813,express,48,16,0,0,alta,alta
173,normal,4,25,0,0,baja,baja
85,normal,4,9,0,0,media,baja
274,express,4,33,1,1,baja,alta
1628,express,24,7,0,0,baja,media
498,express,8,24,1,0,baja,media
551,normal,8,30,0,0,baja,baja
3514,normal,72,19,0,0,alta,media
2656,normal,48,20,1,0,media,media
140,normal,4,13,1,0,baja,baja
1526,express,24,30,0,0,media,media
451,normal,8,12,0,1,baja,baja
267,normal,4,13,0,0,baja,baja
312,express,4,10,1,0,media,alta
224,express,4,34,0,0,alta,alta
543,express,8,24,0,0,baja,media
171,normal,4,18,0,0,baja,baja
181,normal,4,11,0,0,baja,baja
432,normal,8,19,0,0,baja,baja
603,express,8,30,0,0,baja,media
3446,express,72,12,0,0,baja,media
241,normal,4,21,1,0,media,media
489,normal,8,7,1,0,media,baja
379,normal,8,22,0,0,media,baja
528,normal,8,32,0,0,baja,baja
354,normal,8,11,1,0,baja,baja
58,normal,4,28,0,1,media,media
200,normal,4,20,1,0,baja,baja
3680,express,48,16,1,0,baja,alta
3270,normal,72,11,0,0,baja,baja
112,express,4,30,0,0,media,alta
240,normal,4,21,0,0,baja,baja
1184,express,24,11,0,0,media,media
265,normal,4,15,1,0,media,media
169,normal,4,19,0,0,alta,media
4034,express,72,12,0,0,media,alta
1280,normal,48,11,0,0,media,baja
328,express,4,5,0,0,media,media
164,express,4,4,0,0,media,media
1011,normal,24,32,0,0,alta,media
1346,normal,48,16,1,0,media,baja
65,normal,4,26,0,0,baja,baja
3317,normal,72,12,0,0,baja,baja
409,normal,8,7,1,0,baja,baja
140,normal,4,29,0,0,alta,media
1825,normal,48,39,1,0,media,media
279,normal,4,16,1,0,alta,media
1092,normal,24,14,1,0,baja,baja
481,express,4,20,0,0,media,media
337,express,4,33,0,0,baja,media
464,normal,8,10,0,1,baja,baja
505,express,8,8,1,0,baja,media
3020,normal,72,29,1,1,baja,media
1415,normal,48,13,0,0,alta,media
1188,normal,48,11,0,0,baja,baja
1604,normal,48,14,0,0,baja,baja
421,normal,8,8,0,0,alta,baja
606,normal,8,36,0,0,alta,media
1162,normal,24,21,0,0,baja,baja
1381,normal,48,42,0,0,alta,media
2780,normal,72,20,0,0,media,media
3753,normal,72,11,0,0,media,media
592,normal,8,19,1,0,media,baja
158,express,4,25,0,0,media,alta
1797,normal,48,40,1,0,baja,baja
272,normal,4,7,0,0,baja,baja
1323,normal,24,23,1,1,alta,alta
646,normal,24,13,1,0,baja,baja
109,express,4,3,0,0,media,media
68,normal,4,15,0,0,baja,baja
414,express,4,6,0,0,baja,media
142,normal,4,7,0,0,baja,baja
342,normal,4,23,0,0,baja,baja
126,normal,4,22,0,0,baja,baja
1096,normal,24,16,1,0,baja,baja
407,express,4,20,1,0,baja,media
1085,normal,24,21,0,0,media,baja
348,express,4,17,1,0,baja,media
710,normal,24,23,1,0,baja,baja
159,normal,4,10,0,0,baja,baja
170,normal,4,13,0,0,baja,baja
1127,normal,24,23,0,0,media,baja
147,normal,4,8,0,0,alta,media
1344,normal,48,36,0,0,baja,baja
703,express,8,13,0,0,baja,baja
306,normal,4,25,0,0,alta,media
244,normal,4,35,0,0,baja,baja
61,normal,4,16,1,0,media,media
1288,normal,48,33,1,1,baja,media
1391,normal,48,20,0,0,baja,baja
2715,express,48,34,0,0,baja,alta
701,express,8,26,0,0,alta,alta
105,express,4,32,0,1,baja,alta
1459,normal,48,26,0,0,media,baja
396,normal,8,4,1,0,media,baja
3421,normal,72,4,0,0,media,media
1122,normal,24,24,0,0,baja,baja
433,express,4,28,1,0,baja,alta
1381,express,24,15,0,0,media,media
426,normal,8,30,0,0,baja,baja
1263,express,24,17,0,1,media,media
293,express,4,16,1,0,baja,media
145,express,4,18,0,0,baja,media
2953,express,48,15,0,0,alta,alta
205,normal,4,26,0,0,baja,baja
123,express,4,14,0,0,baja,media
2877,express,48,7,0,0,baja,media
193,express,4,8,0,0,media,media
92,express,4,4,0,0,media,media
452,normal,8,17,0,0,baja,baja
219,express,4,15,0,1,media,alta
1426,normal,48,25,1,0,baja,baja
540,normal,8,32,0,0,media,baja
76,normal,4,33,0,0,media,media
1246,normal,24,29,0,0,baja,baja
1591,normal,48,34,1,0,baja,baja
340,normal,8,34,1,0,baja,baja
171,express,4,33,1,0,media,alta
1246,normal,48,29,0,0,baja,baja
306,normal,8,12,0,0,alta,baja
159,normal,4,16,0,0,baja,baja
121,normal,4,11,0,0,alta,media
89,normal,4,17,1,0,media,media
86,normal,4,9,1,0,alta,media
198,normal,4,9,1,1,media,media
365,normal,8,12,0,0,baja,baja
3115,normal,72,26,1,1,baja,media
102,normal,4,14,0,0,media,baja
122,normal,4,19,1,0,baja,baja
718,normal,24,11,0,0,media,baja
358,normal,8,15,0,0,baja,baja
201,normal,4,37,0,0,media,media
57,normal,4,35,0,0,baja,baja
189,normal,4,3,1,0,media,media
1375,normal,48,21,1,0,alta,media
1098,normal,24,5,0,0,baja,baja
618,express,8,16,1,0,alta,alta
48,express,4,26,0,0,alta,alta
184,normal,4,35,0,0,baja,baja
589,express,8,31,1,0,baja,media
307,express,4,14,0,0,baja,media
1747,normal,48,21,1,0,alta,media
207,normal,4,5,0,0,baja,baja
119,normal,4,15,0,0,baja,baja
244,normal,4,9,1,0,baja,baja
120,normal,4,17,0,0,baja,baja
1539,express,24,2,0,0,baja,media
266,normal,4,7,0,0,baja,baja
114,express,4,32,0,1,baja,alta
36,express,4,28,1,0,media,alta
143,normal,4,12,0,0,baja,baja
1623,normal,48,12,0,1,baja,baja
1411,normal,24,32,1,0,baja,baja
447,express,4,38,0,0,baja,media
238,normal,4,13,0,0,media,baja
219,normal,4,26,1,0,media,media
1278,normal,24,22,0,0,baja,baja
76,express,4,15,1,0,media,alta
1059,express,24,27,1,0,media,alta
274,normal,4,16,0,1,baja,baja
238,normal,4,5,0,1,baja,baja
525,normal,8,4,0,0,alta,baja
861,normal,24,29,1,0,alta,media
64,normal,4,22,0,0,baja,baja
912,normal,24,39,0,0,media,baja
1665,normal,48,11,0,0,baja,baja
663,normal,8,13,1,0,media,baja
1057,normal,24,22,0,0,baja,baja
316,normal,4,16,1,1,baja,media
3806,normal,72,17,1,1,baja,media
69,normal,4,20,1,0,baja,baja
1980,express,48,15,1,0,alta,alta
87,normal,4,20,0,0,baja,baja
359,express,4,13,1,0,media,alta
79,normal,4,6,0,0,baja,baja
962,express,24,20,0,0,baja,media
2539,express,48,12,1,0,alta,alta
1405,normal,48,15,0,0,media,baja
1550,normal,48,22,1,1,media,media
180,normal,4,42,1,0,baja,media
85,normal,4,16,1,0,baja,baja
1650,normal,48,23,0,0,baja,baja
1390,normal,24,22,1,0,baja,baja
2723,normal,72,14,0,0,baja,baja
237,express,4,31,0,0,baja,media
1016,normal,24,42,0,0,alta,media
128,normal,4,5,1,0,media,media
448,normal,8,29,0,0,media,baja
3556,normal,72,18,1,0,baja,media
233,normal,4,6,1,1,baja,media
103,normal,4,13,1,0,alta,media
1198,normal,24,8,0,0,baja,baja
126,normal,4,24,0,0,media,media
374,normal,8,14,0,0,baja,baja
3114,normal,72,20,1,0,baja,media
544,express,8,7,0,0,baja,baja
3127,normal,72,16,0,0,media,media
1439,express,24,26,0,1,media,alta
758,normal,24,45,1,0,alta,media
243,normal,4,16,0,0,baja,baja
623,normal,24,15,1,1,baja,baja
2794,normal,72,14,0,0,baja,baja
2916,normal,72,12,1,0,alta,alta
1312,normal,48,10,0,0,baja,baja
3324,normal,72,14,0,0,baja,baja
369,normal,8,4,1,0,media,baja
235,express,4,21,1,0,baja,alta
73,normal,4,21,0,0,alta,media
199,normal,4,14,0,0,baja,baja
149,normal,4,34,1,1,media,media
208,normal,4,15,0,1,media,media
198,normal,4,10,0,0,baja,baja
272,normal,4,35,1,0,media,media
218,express,4,22,0,1,media,alta
1246,normal,24,7,1,1,media,media
905,express,24,7,0,0,alta,alta
1205,express,24,31,0,0,media,media
870,normal,24,19,0,0,baja,baja
297,normal,4,33,1,0,media,media
483,normal,8,15,0,1,media,baja
1388,normal,48,16,1,0,baja,baja
30,normal,4,18,0,0,alta,media
466,normal,8,17,1,1,baja,baja
229,express,4,10,0,1,baja,media
1344,normal,48,41,0,0,alta,media
459,normal,8,13,0,0,alta,baja
386,express,4,34,1,0,baja,alta
412,express,8,8,1,1,alta,alta
133,normal,4,3,0,0,alta,media
135,normal,4,19,0,0,media,baja
345,express,4,11,0,0,media,media
54,normal,4,6,1,0,baja,baja
188,normal,4,47,0,0,media,media
1267,normal,24,13,0,0,baja,baja
597,normal,8,22,0,0,media,baja
424,normal,8,11,1,1,baja,baja
237,normal,4,27,0,1,alta,alta
1542,normal,48,14,1,0,alta,media
409,normal,8,10,1,0,baja,baja
325,normal,4,29,0,0,media,media
251,express,4,24,0,0,media,alta
579,normal,24,10,0,0,media,baja
1076,normal,24,11,1,0,baja,baja
289,normal,4,5,0,0,baja,baja
618,express,8,10,0,0,alta,media
1313,normal,48,26,1,1,media,media
577,express,8,22,0,0,baja,media
62,normal,4,18,0,1,baja,baja
117,normal,4,25,1,0,alta,alta
2960,express,48,10,1,0,baja,alta
189,express,4,16,0,0,media,media
3750,normal,72,9,1,1,baja,media
427,express,4,10,0,0,media,media
140,express,4,12,0,0,alta,alta
624,express,8,43,0,1,media,media
1413,normal,24,11,1,0,baja,baja
539,normal,8,8,0,0,baja,baja
215,express,4,15,0,0,media,media
243,normal,4,15,0,0,baja,baja
3270,normal,72,26,1,0,alta,alta
1856,normal,48,10,0,0,media,baja
1349,normal,48,12,1,0,baja,baja
191,normal,4,24,1,0,baja,media
3237,normal,72,26,0,0,media,media
285,normal,4,32,0,1,baja,media
2612,express,48,22,1,1,media,alta
310,express,4,23,0,0,alta,alta
73,normal,4,16,0,0,baja,baja
268,normal,4,14,0,0,baja,baja
3584,normal,72,32,0,1,baja,media
3045,normal,72,8,0,0,baja,baja
145,normal,4,37,0,0,alta,media
439,normal,8,38,0,0,baja,baja
140,normal,4,14,1,0,baja,baja
1681,express,48,5,0,0,media,media
1294,normal,48,30,0,1,baja,baja
70,normal,4,42,0,0,baja,baja
299,normal,4,24,1,0,baja,media
636,normal,8,15,0,0,baja,baja
677,express,8,9,1,0,baja,media
1379,normal,48,23,0,0,media,baja
203,normal,4,26,0,0,media,media
636,normal,8,5,0,0,media,baja
436,express,8,17,0,0,baja,baja
62,normal,4,14,0,1,baja,baja
1587,normal,48,36,0,0,baja,baja
201,normal,4,21,1,0,baja,media
95,express,4,36,0,0,alta,alta
489,normal,8,9,0,0,baja,baja
159,express,4,18,1,1,media,alta
405,normal,8,12,1,0,alta,media
677,express,8,13,1,1,media,media
489,normal,8,21,0,0,media,baja
1799,normal,48,10,0,0,baja,baja
420,normal,8,31,0,0,media,baja
324,normal,8,18,0,0,media,baja
103,express,4,22,0,0,baja,media
362,normal,8,18,1,0,baja,baja
60,normal,4,19,1,0,alta,media
262,express,4,16,0,0,baja,media
1810,normal,48,13,1,0,baja,baja
3011,normal,72,14,0,0,alta,media
393,express,4,30,0,0,alta,alta
389,normal,8,17,1,0,baja,baja
241,express,4,10,0,0,alta,alta
1590,normal,48,31,0,0,media,baja
1164,normal,48,30,1,0,baja,baja
1255,normal,48,9,1,0,baja,baja
485,express,8,4,1,0,baja,media
99,express,4,26,0,0,baja,media
487,normal,8,7,0,0,baja,baja
290,express,4,16,1,0,media,alta
1907,normal,48,14,1,0,baja,baja
468,normal,8,13,0,0,baja,baja
1089,normal,24,26,1,0,media,media
538,express,8,26,0,0,baja,media
96,express,4,43,0,0,baja,media
107,express,4,29,1,0,alta,alta
3320,normal,72,22,0,0,baja,media
619,normal,8,40,0,1,media,baja
228,normal,4,25,1,0,baja,media
2613,normal,48,21,0,1,baja,media
238,normal,4,13,1,1,media,media
163,express,4,4,0,0,baja,media
2793,normal,48,26,1,0,baja,media
262,normal,4,19,1,0,media,media
165,express,4,15,0,0,alta,alta
76,express,4,28,0,0,baja,media
160,normal,4,8,0,0,baja,baja
147,express,4,9,0,0,alta,alta
344,normal,4,20,1,0,baja,baja
520,express,8,34,0,0,baja,media
212,normal,4,11,1,0,alta,media
450,express,8,16,0,0,baja,baja
345,normal,4,23,0,0,baja,baja
194,normal,4,43,1,1,alta,alta
982,normal,24,14,0,0,baja,baja
109,normal,4,24,1,0,media,media
2923,normal,72,5,1,0,media,media
411,express,4,10,0,0,baja,media
197,normal,4,9,1,0,baja,baja
277,express,4,8,0,0,alta,alta
307,normal,8,24,0,0,media,baja
232,normal,4,21,0,0,media,media
545,normal,8,33,0,0,baja,baja
511,normal,8,25,1,1,alta,media
1649,normal,48,29,0,0,alta,media
251,express,4,34,0,0,baja,media
356,normal,8,22,0,0,alta,media
236,normal,4,14,0,0,alta,media
1096,normal,24,19,0,0,alta,media
502,normal,8,12,0,0,media,baja
117,normal,4,10,0,0,baja,baja
322,normal,8,12,0,1,media,baja
3002,normal,72,2,1,1,alta,alta
1049,normal,24,37,0,1,media,media
3829,normal,72,32,0,0,media,media
229,express,4,16,0,0,media,media
662,normal,24,20,0,0,baja,baja
133,express,4,13,0,1,baja,media
218,normal,4,4,0,0,media,baja
292,normal,4,12,1,0,media,media
244,express,4,13,0,0,media,media
2342,normal,48,5,0,0,media,media
226,express,4,19,0,0,baja,media
139,express,4,2,0,0,baja,media
244,express,4,14,0,0,alta,alta
102,express,4,28,0,0,media,alta
534,normal,8,31,1,0,baja,baja
285,normal,4,18,0,0,baja,baja
2604,normal,72,4,0,0,baja,baja
1675,express,24,13,1,0,baja,media
1540,normal,48,18,0,0,baja,baja
1541,normal,48,17,0,1,media,baja
270,normal,4,25,1,1,baja,media
560,normal,8,17,1,0,baja,baja
28,normal,4,32,0,0,baja,baja
2724,express,48,13,1,0,baja,alta
1622,express,24,24,0,0,media,media
302,express,4,23,0,0,alta,alta
533,normal,8,10,1,0,media,baja
479,normal,8,30,0,0,baja,baja
1359,normal,24,3,1,0,baja,baja
918,normal,24,38,0,0,baja,baja
340,normal,4,15,0,0,baja,baja
243,normal,4,2,0,1,media,media
329,normal,4,17,1,0,baja,baja
1286,normal,24,10,1,0,media,baja
471,normal,8,30,0,1,baja,baja
483,normal,8,6,1,0,baja,baja
221,normal,4,20,0,1,media,media
730,express,8,17,0,1,media,media
92,express,4,7,0,1,baja,media
622,express,8,20,0,1,baja,media
533,normal,8,27,0,1,media,baja
499,express,4,12,0,0,alta,alta
432,normal,8,5,0,0,media,baja
303,express,4,13,0,0,baja,media
304,normal,8,14,0,0,baja,baja
724,express,8,13,0,1,media,media
1041,normal,24,14,1,0,baja,baja
1378,normal,24,17,1,0,media,baja
158,express,4,12,1,0,media,alta
418,express,4,14,1,0,baja,media
240,normal,4,26,1,0,media,media
455,normal,8,18,0,0,media,baja
1516,normal,48,15,0,1,media,baja
117,normal,4,42,1,0,media,media
84,normal,4,35,0,1,baja,media
2765,normal,72,16,1,0,alta,alta
394,normal,8,8,1,0,baja,baja
188,normal,4,33,0,0,baja,baja
222,normal,4,23,0,0,alta,media
110,express,4,14,0,1,baja,media
454,express,8,26,1,0,baja,media
421,express,8,7,1,1,media,media
711,normal,24,33,0,1,baja,baja
1125,normal,24,18,0,0,baja,baja
398,normal,8,17,0,0,baja,baja
121,express,4,21,1,0,media,alta
631,express,8,22,0,0,media,media
415,normal,8,22,1,0,baja,baja
251,normal,4,22,0,0,alta,media
173,normal,4,11,0,0,baja,baja
490,normal,8,8,0,0,baja,baja
114,normal,4,7,0,0,media,baja
314,normal,8,16,0,0,media,baja
1121,normal,24,5,0,0,baja,baja
208,normal,4,8,1,0,baja,baja
122,normal,4,13,0,0,alta,media
203,normal,4,20,1,0,baja,baja
85,normal,4,20,0,1,baja,baja
1634,normal,48,28,0,1,alta,media
1467,normal,48,33,0,0,baja,baja
1359,normal,48,16,0,0,baja,baja
643,normal,24,8,0,0,baja,baja
1169,express,24,27,1,0,media,alta
1811,normal,48,3,1,0,alta,media
24,normal,4,5,0,0,baja,baja
503,normal,8,33,0,0,media,baja
1229,normal,24,17,0,0,alta,media
605,express,8,24,1,0,baja,media
2955,normal,72,10,0,1,alta,alta
23,express,4,12,0,0,alta,alta
55,express,4,37,1,0,baja,alta
138,express,4,22,1,0,alta,alta
430,normal,8,25,0,0,alta,media
3416,express,72,3,0,0,baja,media
170,normal,4,39,0,1,media,media
69,express,4,9,0,0,media,media
59,express,4,20,0,1,baja,media
626,normal,24,39,0,0,baja,baja
3159,normal,72,23,0,0,alta,alta
319,normal,4,5,0,0,media,baja
1545,normal,48,32,1,0,media,media
151,express,4,5,0,0,media,media
420,express,4,12,1,0,baja,media
430,normal,8,17,1,0,media,baja
621,normal,8,18,0,0,media,baja
108,normal,4,20,0,0,baja,baja
68,normal,4,23,0,1,alta,alta
972,express,24,14,1,0,baja,media
49,normal,4,9,0,0,baja,baja
788,normal,24,4,1,0,media,baja
451,normal,8,33,0,0,alta,media
1090,normal,24,26,0,0,alta,media
54,express,4,30,0,0,baja,media
2998,express,48,14,0,0,baja,media
448,normal,8,28,0,0,baja,baja
558,normal,8,25,0,0,baja,baja
3341,express,48,15,0,1,baja,alta
1216,normal,24,29,1,1,baja,media
321,express,4,16,0,0,baja,media
215,express,4,25,1,0,alta,alta
1325,normal,48,28,1,0,media,media
228,express,4,21,0,1,alta,alta
88,normal,4,20,0,0,media,baja
1242,express,24,8,1,1,baja,media
50,normal,4,24,0,0,media,media
1421,normal,48,11,0,0,baja,baja
350,normal,8,32,1,0,baja,baja
339,express,4,31,0,0,alta,alta
69,normal,4,8,0,0,media,baja
1592,express,24,15,0,0,media,media
427,normal,8,15,0,1,alta,media
477,normal,8,35,1,0,alta,media
163,express,4,20,0,0,alta,alta
1099,normal,24,16,1,0,baja,baja
174,normal,4,20,0,0,alta,media
342,normal,8,22,0,1,media,baja
1616,normal,48,24,1,0,alta,media
377,normal,8,18,0,0,media,baja
217,normal,4,8,0,1,alta,media
424,express,4,14,0,0,media,media
364,express,4,5,1,0,media,alta
269,normal,4,9,1,0,media,media
448,express,4,8,0,0,media,media
156,express,4,36,0,0,baja,media
712,normal,24,20,0,0,baja,baja
1809,express,48,6,0,0,baja,media
232,normal,4,42,1,0,baja,media
290,express,4,14,1,0,baja,media
595,express,8,21,0,0,alta,alta
333,express,4,15,1,0,baja,media
402,express,4,12,1,0,media,alta
24,normal,4,26,0,0,baja,baja
3776,normal,72,31,0,1,media,media
182,express,4,43,0,0,baja,media
396,normal,8,21,1,0,alta,media
450,normal,8,41,0,0,alta,media
103,express,4,10,0,0,media,media
370,normal,8,13,0,0,baja,baja
1817,normal,48,20,1,0,baja,baja
1089,normal,24,4,0,0,baja,baja
496,express,8,30,1,0,baja,media
977,normal,24,14,0,0,alta,media
186,normal,4,19,0,0,alta,media
226,normal,4,11,0,0,baja,baja
51,normal,4,3,1,0,alta,media
739,normal,24,20,1,0,baja,baja
580,normal,8,3,0,0,alta,baja
1115,normal,24,28,0,0,baja,baja
74,normal,4,42,1,0,baja,media
3154,express,48,10,0,1,alta,alta
858,express,24,28,0,0,media,media
550,normal,8,10,0,1,media,baja
535,normal,8,15,0,0,baja,baja
303,normal,4,14,1,1,baja,media
96,normal,4,26,0,1,baja,media
228,normal,4,23,0,0,media,media
211,express,4,5,0,0,media,media
857,express,8,7,1,0,alta,alta
407,normal,8,18,1,1,media,baja
540,express,8,8,0,1,baja,media
1858,normal,48,11,0,0,baja,baja
129,normal,4,12,1,0,alta,media
70,normal,4,12,0,0,media,baja
28,normal,4,22,0,0,media,media
339,express,4,9,0,0,media,media
3211,express,72,14,0,0,media,alta
129,normal,4,28,0,0,media,media
1389,normal,24,21,0,0,media,baja
208,express,4,25,1,0,media,alta
3122,express,48,7,1,1,baja,alta
40,normal,4,16,1,0,alta,media
342,normal,8,11,0,0,alta,baja
235,normal,4,20,0,0,media,baja
126,express,4,18,1,0,alta,alta
351,normal,8,44,0,0,baja,baja
452,express,4,21,0,0,baja,media
2908,normal,72,26,0,0,baja,media
1195,normal,24,32,0,1,baja,baja
3483,normal,72,40,1,0,baja,media
312,normal,4,42,0,0,baja,baja
1033,express,24,12,0,0,baja,media
1338,normal,48,36,0,0,baja,baja
502,normal,8,22,1,0,baja,baja
304,normal,4,9,1,0,alta,media
1593,express,24,2,0,0,baja,media
3990,normal,72,11,0,0,media,media
1211,normal,24,6,1,0,baja,baja
146,normal,4,36,0,0,baja,baja
454,express,8,30,0,0,baja,media
3139,normal,72,20,1,0,baja,media
316,normal,8,32,0,0,baja,baja
283,normal,4,5,0,1,alta,media
298,normal,4,12,0,0,media,baja
596,normal,8,21,0,1,media,baja
97,normal,4,3,0,0,baja,baja
1841,normal,48,28,0,0,baja,baja
215,normal,4,20,0,0,media,baja
3184,normal,72,13,1,0,baja,media
415,normal,8,15,0,0,alta,baja
379,express,4,42,0,0,baja,media
129,normal,4,9,1,0,media,media
2991,express,48,31,0,0,baja,alta
664,normal,24,25,0,0,alta,media
394,normal,8,9,1,1,baja,baja
304,normal,4,15,0,0,baja,baja
1248,normal,24,14,0,0,baja,baja
500,express,8,35,0,0,baja,media
387,normal,8,32,0,0,media,baja
81,express,4,28,0,0,alta,alta
60,normal,4,22,0,1,media,media
1076,normal,24,41,1,0,baja,baja
618,normal,24,11,0,0,media,baja
305,express,4,23,0,0,media,alta
249,express,4,15,1,0,baja,media
1359,express,24,4,1,0,media,media
146,express,4,12,0,0,media,media
125,express,4,36,1,0,alta,alta
765,normal,24,18,1,0,baja,baja
165,normal,4,41,1,0,media,media
340,normal,8,23,0,0,media,baja
210,normal,4,19,1,0,media,media
2863,express,48,25,0,0,media,alta
1128,normal,24,14,0,0,baja,baja
69,normal,4,28,0,0,baja,baja
1403,normal,48,9,0,0,baja,baja
383,express,4,21,1,1,media,alta
495,normal,8,7,0,0,baja,baja
529,express,8,37,0,0,media,media
2490,normal,48,8,1,0,alta,alta
184,normal,4,25,0,0,media,media
1241,express,24,30,1,1,baja,alta
150,normal,4,1,1,0,baja,baja
3051,express,48,22,1,0,baja,alta
387,express,4,19,0,0,baja,media
151,express,4,16,0,0,baja,media
55,normal,4,14,0,1,alta,media
344,normal,8,23,0,1,alta,media
155,normal,4,46,0,0,baja,baja
469,express,8,4,0,0,baja,baja
1466,express,24,7,0,0,baja,media
1435,normal,24,13,0,0,media,baja
661,express,8,25,0,0,baja,media
1079,normal,24,8,1,0,baja,baja
499,normal,8,5,0,0,media,baja
68,normal,4,41,0,0,media,media
121,normal,4,21,0,1,media,media
190,express,4,41,1,0,alta,alta
152,normal,4,18,0,0,baja,baja
393,normal,8,24,0,0,alta,media
388,normal,8,26,0,0,baja,baja
251,normal,4,24,1,0,media,media
565,normal,8,20,1,0,baja,baja
472,normal,8,21,0,0,baja,baja
283,normal,4,16,0,1,baja,baja
1016,normal,24,27,1,1,alta,alta
1535,express,24,43,0,0,baja,media
3260,normal,72,11,0,0,media,media
456,normal,8,7,0,0,baja,baja
155,normal,4,30,0,1,media,media
176,normal,4,15,1,0,alta,media
675,normal,24,30,1,0,baja,baja
1319,express,24,15,0,0,baja,media
315,express,4,35,1,0,baja,alta
457,normal,8,40,1,0,baja,baja
384,express,4,26,1,0,baja,alta
425,normal,8,15,0,0,baja,baja
114,express,4,15,0,0,baja,media
141,express,4,22,0,1,media,alta
951,normal,24,16,0,0,baja,baja
147,express,4,20,0,0,alta,alta
461,normal,8,37,1,0,media,baja
2277,normal,48,19,1,1,media,media
402,normal,8,16,0,0,baja,baja
1762,normal,48,23,0,0,baja,baja
453,express,8,10,1,0,baja,media
3878,normal,72,18,0,0,media,media
3698,normal,72,35,1,0,alta,alta
1695,express,24,33,1,0,media,alta
608,normal,8,22,1,0,baja,baja
732,normal,8,21,1,1,media,media
263,express,4,14,0,0,baja,media
1583,normal,48,29,0,0,media,baja
128,express,4,17,1,0,alta,alta
3994,normal,72,12,0,1,baja,media
3206,normal,72,14,1,0,baja,media
192,express,4,11,0,0,media,media
411,normal,8,30,0,0,media,baja
209,normal,4,9,0,0,media,baja
1589,express,24,9,1,0,media,media
24,express,4,4,0,0,baja,media
509,express,8,8,0,0,baja,baja
104,normal,4,9,0,0,baja,baja
254,normal,4,12,0,0,media,baja
1475,normal,48,6,1,1,media,media
353,express,4,22,0,0,alta,alta
1284,express,24,6,1,0,baja,media
254,normal,4,7,0,0,baja,baja
465,normal,8,14,0,0,baja,baja
3068,express,48,42,0,0,baja,alta
1270,express,24,24,0,0,baja,media
86,express,4,27,0,0,baja,media
288,normal,4,4,1,0,alta,media
266,normal,4,9,1,1,baja,media
470,express,4,16,0,0,baja,media
2930,normal,72,15,0,0,alta,media
2395,express,48,10,1,0,alta,alta
297,normal,4,16,0,0,baja,baja
367,express,4,22,0,0,media,alta
272,normal,4,10,1,0,media,media
225,normal,4,30,0,0,baja,baja
127,normal,4,17,0,0,media,baja
2595,express,48,41,1,0,baja,alta
125,normal,4,26,1,0,media,media
29,normal,4,14,1,0,baja,baja
272,express,4,3,1,0,baja,media
314,normal,4,6,0,0,baja,baja
408,express,4,10,0,0,baja,media
1321,normal,48,34,1,1,baja,media
233,normal,4,22,1,1,baja,media
3743,normal,72,23,0,0,media,media
381,normal,8,38,1,0,alta,media
164,express,4,7,0,1,baja,media
768,express,8,35,0,0,media,media
307,normal,8,27,0,0,alta,media
